,BERT_Topic_0,BERT_Topic_1,BERT_Topic_2,BERT_Topic_3,BERT_Topic_4,BERT_Topic_5,BERT_Topic_6,BERT_Topic_7,BERT_Topic_8,BERT_Topic_9,BERT_Topic_10,BERT_Topic_11,BERT_Topic_12,BERT_Topic_13,BERT_Topic_14,BERT_Topic_15,BERT_Topic_16
조금,0.39585084,0.355389,0.32899916,0.5028279,0.36449578,0.28315505,0.22745667,0.42065775,0.39360487,0.3155079,0.27348018,0.24037847,0.34442875,0.27932236,0.33828408,0.35667506,0.247172
조기,0.44311208,0.3975537,0.37861693,0.537521,0.4049162,0.30411518,0.27420062,0.4545645,0.4423378,0.37629884,0.3231077,0.33117294,0.401923,0.3264989,0.38330415,0.40548673,0.29464582
조립,0.39870492,0.38833576,0.34650543,0.42645478,0.33100677,0.2589961,0.24042425,0.3940067,0.41249698,0.34901762,0.29066387,0.32800597,0.32574326,0.28892076,0.25518274,0.35437396,0.20236924
조망,0.31792313,0.3424639,0.26429468,0.30406076,0.3212089,0.21652067,0.21260935,0.2432797,0.28631,0.30230653,0.2733693,0.2831672,0.2176016,0.18056479,0.19083038,0.2961075,0.14167744
조명,0.19197705,0.17900991,0.14784533,0.18575725,0.107865535,0.14454927,0.17667693,0.2269766,0.16427347,0.14512432,0.13013695,0.18700925,0.16370484,0.14431101,0.14312196,0.12737572,0.08122934
조사,0.3943565,0.41543618,0.33773696,0.30812752,0.29786813,0.27948117,0.3914336,0.34445488,0.34237292,0.31272966,0.3482659,0.3609829,0.26292408,0.2783596,0.14541055,0.33593124,0.22980025
조성,0.411588,0.4007056,0.35559997,0.44620937,0.33495027,0.2725302,0.28265727,0.41838676,0.4081102,0.3529606,0.3023492,0.31418684,0.33402753,0.28979686,0.27302966,0.36578536,0.21416168
조심,0.33145335,0.3441657,0.2537118,0.34336266,0.2738492,0.23725459,0.2654925,0.3149153,0.2753899,0.29187894,0.25927615,0.24703094,0.25638333,0.18469161,0.17144132,0.3006316,0.17613548
조언,0.33795267,0.33680195,0.31218085,0.28472447,0.3043218,0.2619186,0.22992691,0.28482255,0.29305276,0.22572349,0.3310137,0.2743703,0.24583736,0.24611512,0.19404608,0.2807111,0.21454774
조작,0.44139898,0.43959582,0.36664706,0.44609743,0.3640473,0.4326328,0.31385338,0.4333817,0.39206934,0.31772617,0.38191178,0.32061213,0.41162536,0.3199194,0.29153347,0.40462396,0.32553098
조절,0.4370643,0.46332365,0.3514098,0.4080367,0.3689999,0.40408745,0.3465907,0.37419355,0.37792605,0.36809683,0.38173783,0.34133402,0.365455,0.29288277,0.23478153,0.37903273,0.25202638
조정,0.47531667,0.45967487,0.39450845,0.5253191,0.41410547,0.3571187,0.33036876,0.4614341,0.4582668,0.41046083,0.36360747,0.36560333,0.4250154,0.3441544,0.35979044,0.43377742,0.291479
조종,0.41074312,0.42525157,0.32405394,0.39757484,0.3607958,0.37342882,0.30133355,0.37731296,0.35455504,0.33480835,0.35375112,0.33940452,0.35103744,0.28663993,0.21874827,0.36932313,0.26369625
조직,0.44982648,0.49251968,0.3715756,0.384058,0.34392747,0.39112127,0.3403046,0.36958173,0.4458116,0.4269963,0.36685586,0.41918695,0.34779704,0.40766746,0.20777476,0.40952948,0.22583558
조치,0.44853595,0.45027035,0.36832365,0.48862112,0.3731652,0.3379884,0.3046587,0.4323244,0.42860472,0.38983798,0.3384573,0.33562532,0.3856476,0.3114182,0.31870484,0.40308538,0.25051156
조합,0.3929277,0.39870432,0.31432986,0.4190362,0.3231476,0.3869868,0.34169737,0.39197087,0.38033092,0.30441153,0.3339498,0.28190348,0.36314523,0.28712088,0.26268995,0.36333483,0.28717083
조회,0.39873168,0.38911897,0.31751758,0.45470598,0.35503143,0.2828472,0.29203233,0.40842074,0.3836094,0.3291458,0.29487175,0.29328388,0.36177993,0.26631308,0.3039704,0.36362374,0.24657105
조회수,0.39273834,0.38839847,0.30874476,0.3915059,0.3759644,0.27022725,0.32355607,0.3881073,0.32034856,0.27863878,0.34062132,0.32100388,0.30619353,0.25253356,0.24374676,0.37173676,0.27274215
존재,0.46906602,0.4499399,0.38890362,0.53290397,0.40643704,0.32296294,0.3195076,0.48132193,0.45521662,0.39406496,0.3378576,0.32872853,0.42982978,0.31543058,0.38549447,0.42858437,0.25964922
존중,0.27905887,0.26257667,0.24281883,0.29629457,0.24772727,0.12920481,0.15528814,0.25822496,0.26650077,0.28809884,0.17887881,0.1768299,0.26567152,0.15935531,0.18794784,0.20657288,0.12384075
졸업,0.3359772,0.2533608,0.37978393,0.31071097,0.2676621,0.10900828,0.23363161,0.29925567,0.48901635,0.23787156,0.20609152,0.2742287,0.18156339,0.29979074,0.2785429,0.29193038,0.17597549
졸업생,0.41150978,0.33348095,0.42467383,0.3606913,0.31698045,0.17276219,0.2644389,0.39892945,0.56522393,0.29193676,0.26581243,0.34380832,0.26434833,0.35716665,0.3217643,0.34115177,0.20981322
종교,0.27218017,0.24393034,0.2826361,0.31792808,0.17814957,0.0979168,0.13125762,0.29182327,0.29630926,0.25104982,0.14287129,0.14300802,0.22324823,0.21656798,0.22066116,0.21389124,0.085904956
종료,0.33782053,0.3258326,0.2656349,0.43757254,0.2593124,0.22261222,0.20308036,0.34631622,0.3416227,0.2783067,0.19952294,0.23079407,0.30206913,0.24543342,0.29174978,0.29723907,0.1497804
종류,0.35177585,0.31956044,0.33520877,0.33731622,0.29223114,0.3030678,0.31206816,0.33961546,0.33565915,0.25285536,0.32724595,0.23871109,0.32517618,0.29982257,0.2252957,0.31339884,0.282366
종목,0.44999242,0.438137,0.41936544,0.4639278,0.38667804,0.32811338,0.32362172,0.46320605,0.41485626,0.3574828,0.3722433,0.32252026,0.43457514,0.35435617,0.34416956,0.39096913,0.3482212
종사자,0.45557562,0.43231583,0.3954506,0.5013269,0.3840456,0.27079928,0.26834807,0.46504432,0.4692424,0.40157914,0.31676242,0.35141248,0.39721084,0.33421904,0.33959854,0.40070367,0.22848803
종속,0.45629936,0.4369798,0.4035712,0.5217811,0.35807544,0.30197573,0.29808033,0.4700241,0.43723115,0.39181423,0.33077246,0.321207,0.43752503,0.3442577,0.37585095,0.3972125,0.30560735
종이,0.47297034,0.44231448,0.42042065,0.55191296,0.3537008,0.31898594,0.32251507,0.49064153,0.44732696,0.40377223,0.33742118,0.33675683,0.47298595,0.37657496,0.4234776,0.41073316,0.3318581
종합,0.43121704,0.45588154,0.33422673,0.43771815,0.344827,0.3811031,0.3892641,0.41000432,0.4332507,0.4009148,0.33375245,0.33848515,0.39514613,0.28440893,0.30945152,0.3897404,0.23635156
종합계획,0.49630734,0.5554171,0.4296798,0.40153134,0.40176797,0.47333914,0.43828174,0.40486163,0.48638296,0.48980623,0.46136227,0.51774794,0.36556327,0.40568584,0.24986263,0.44853526,0.28388393
종합적,0.45637286,0.47963214,0.37012073,0.42845002,0.375517,0.43407157,0.43023986,0.4222712,0.44279236,0.4024722,0.40111387,0.35758084,0.40844244,0.32413638,0.2956664,0.39840657,0.28581393
좌우,0.4309404,0.39755917,0.3451261,0.5804422,0.3712894,0.28081897,0.2547379,0.45904347,0.44916886,0.4022009,0.26475635,0.29629514,0.45295918,0.31582457,0.44574624,0.40202805,0.25759414
주가,0.4900529,0.462038,0.3950466,0.6252382,0.4212753,0.3371814,0.32844937,0.51179004,0.5200844,0.48010376,0.3158101,0.3681263,0.49777016,0.37689608,0.49521202,0.45656163,0.28966546
주간,0.2231511,0.2385491,0.19629845,0.21412367,0.1981715,0.1459525,0.18540639,0.19384784,0.21932054,0.2001571,0.20700708,0.2630509,0.16031511,0.17775503,0.1518778,0.24121872,0.14953324
주관,0.45994002,0.49141634,0.38820177,0.40005055,0.3996459,0.3134327,0.33688393,0.41523293,0.4002937,0.3762242,0.3932619,0.42610094,0.33371693,0.31515124,0.24802446,0.42278764,0.23507535
주권,0.3155619,0.37681326,0.25728616,0.28728884,0.28428584,0.24790081,0.19255927,0.2936781,0.31568107,0.31881875,0.26209855,0.28170502,0.31579524,0.170983,0.18638074,0.27018884,0.15091164
주기,0.39236718,0.36388057,0.32936466,0.45691198,0.35950726,0.30941612,0.29515615,0.36934367,0.37881446,0.3413456,0.32787937,0.34665656,0.3663688,0.30843982,0.3559799,0.37375784,0.26519427
주기적,0.30344164,0.2966982,0.24831879,0.32152933,0.2653502,0.25703615,0.28584975,0.25479174,0.29407287,0.2724943,0.27748224,0.26374733,0.2703344,0.21125014,0.25778854,0.2857368,0.17623955
주년,0.18909806,0.19391969,0.15023464,0.21760496,0.14824733,0.053656153,0.12809655,0.12410498,0.22707292,0.27556747,0.13139984,0.2412776,0.094890654,0.13475598,0.11403909,0.21873431,-0.014908246
주도,0.4652044,0.44372076,0.37471628,0.5841743,0.408525,0.30455953,0.28966832,0.48525912,0.4941589,0.43942374,0.29692864,0.33569765,0.45206827,0.33342683,0.44904324,0.43613303,0.25577205
주도적,0.4653819,0.45198488,0.39665443,0.5010992,0.39610487,0.3251971,0.32306856,0.45209864,0.45868188,0.41476876,0.3478559,0.3524427,0.39539087,0.325165,0.33015603,0.4198282,0.25072587
주력,0.39594787,0.4171517,0.3160792,0.37850073,0.33590287,0.35140386,0.3058265,0.37108168,0.36083353,0.32469523,0.3341337,0.3121454,0.3323356,0.25778,0.20630412,0.35264105,0.22086251
주류,0.370962,0.3620517,0.3011021,0.43552977,0.32300997,0.25211346,0.23704422,0.3803224,0.36210418,0.32743388,0.26195997,0.28197545,0.31928056,0.25049633,0.26545298,0.3429638,0.20596042
주말,0.19045588,0.2028693,0.14826062,0.19290012,0.19452395,0.09505736,0.16381699,0.15878108,0.1790033,0.19689465,0.16932821,0.30021656,0.11111496,0.12821776,0.1425066,0.23138495,0.04847013
주목,0.45412526,0.45977044,0.37870732,0.4165949,0.4192505,0.33443516,0.37265566,0.41889882,0.3942902,0.36762035,0.39845884,0.38110954,0.350281,0.30920997,0.27071914,0.41277045,0.30393413
주문,0.48060602,0.47289014,0.38478905,0.5832734,0.37298405,0.34031242,0.32388824,0.4963863,0.5024465,0.42748106,0.31311396,0.374227,0.46044022,0.35496774,0.4156792,0.4517422,0.25259417
주민,0.3491939,0.3389445,0.29711568,0.34264308,0.34812295,0.1732443,0.1632942,0.28873485,0.33637738,0.44474053,0.2715247,0.33201808,0.31395993,0.22854394,0.28334442,0.2903844,0.16646712
주변,0.38605675,0.40228045,0.3180359,0.4045409,0.36548007,0.2577584,0.23226658,0.3514973,0.35426116,0.3663175,0.30912924,0.34451306,0.3021156,0.28737128,0.2893008,0.3589351,0.17438196
주식,0.2564242,0.3030308,0.17766532,0.2538705,0.20009354,0.21125546,0.23480663,0.18352397,0.24796757,0.18703094,0.17809367,0.1655238,0.14049426,0.11443174,0.097341835,0.20077813,0.04642227
주의,0.452274,0.45705265,0.37990946,0.4243293,0.4075063,0.35972017,0.356574,0.40978953,0.39555335,0.37571257,0.39471138,0.35729557,0.35907185,0.29888266,0.26991215,0.3941443,0.2920221
주인공,0.3026312,0.27704245,0.24514951,0.3361709,0.31335908,0.2020421,0.110114515,0.33274207,0.2805806,0.20087194,0.22833341,0.23053336,0.23917791,0.1983661,0.17203909,0.2821558,0.20353961
주자,0.42096895,0.4007855,0.35322878,0.50501883,0.34752414,0.24216986,0.23316208,0.44955534,0.45338583,0.3855998,0.2640056,0.32883763,0.39023095,0.31353316,0.35214257,0.37488523,0.2072724
주장,0.37022248,0.41148067,0.31702954,0.36558655,0.2648199,0.22414339,0.24515772,0.34713045,0.34555173,0.3083598,0.2725001,0.25120333,0.28565586,0.22202224,0.211012,0.3240624,0.14855844
주제,0.50212824,0.49164945,0.44433886,0.5296715,0.44888574,0.36550388,0.33419833,0.5026551,0.4601912,0.41604912,0.40555483,0.39766377,0.4241547,0.38841456,0.36544174,0.4587757,0.34970152
주주,0.42836237,0.4169246,0.3392715,0.5110411,0.377075,0.30943877,0.28041846,0.44275552,0.42731202,0.38225973,0.29897514,0.3145334,0.40770715,0.29607537,0.36990297,0.38791245,0.25003302
주체,0.4302741,0.41941744,0.35912776,0.5065367,0.36479425,0.2793259,0.26889026,0.44770646,0.44308823,0.39979935,0.2844749,0.32000586,0.3992545,0.30409145,0.3451966,0.38294733,0.22250387
주최,0.52391684,0.519867,0.43053472,0.5896542,0.44202155,0.3819642,0.37022164,0.5122812,0.51980174,0.49793768,0.38166517,0.4514072,0.45616907,0.42188698,0.40801212,0.51075387,0.28933007
주행,0.4217003,0.40076035,0.34247196,0.5198852,0.3679221,0.2771381,0.25456563,0.43951958,0.42838806,0.37272102,0.28285667,0.30353054,0.392753,0.293658,0.36604005,0.3947577,0.23433843
준비,0.33889505,0.3349141,0.28771624,0.38101077,0.3147881,0.22292732,0.1910545,0.33352774,0.34591985,0.29986697,0.24353726,0.28630224,0.25321603,0.24958687,0.24175937,0.34793168,0.20216733
준수,0.4576156,0.43498313,0.37673438,0.54082537,0.3862304,0.2967897,0.29050696,0.46707597,0.45461816,0.39992422,0.31224936,0.31393933,0.4205508,0.31355366,0.3792624,0.40955806,0.2537344
중간,0.3894207,0.40167484,0.3258999,0.4283379,0.30201942,0.26683223,0.28650424,0.41379043,0.41742247,0.35397878,0.27121904,0.2941908,0.37204903,0.29133216,0.33572373,0.35697472,0.21035904
중단,0.39502627,0.38368464,0.3202678,0.48387825,0.32386982,0.28357726,0.22889742,0.406276,0.38119748,0.32885987,0.27125877,0.27480733,0.38091654,0.2841662,0.35874346,0.36374196,0.22563834
중독,0.20285594,0.20693398,0.14896886,0.21623008,0.12518929,0.12630112,0.12788132,0.15532193,0.16571543,0.15089762,0.15841219,0.054382063,0.118728235,0.07501268,0.118157096,0.18735108,0.043379802
중동,0.23313004,0.27032858,0.19871712,0.29202813,0.18513191,0.1202648,0.16419274,0.27906287,0.27992922,0.33428872,0.13932866,0.19526643,0.2802595,0.19412014,0.2887423,0.24849385,0.09656423
중등,0.3667114,0.36275935,0.30593777,0.3803708,0.31995398,0.27663958,0.26124033,0.35926372,0.36693406,0.305523,0.2791619,0.3170984,0.31119257,0.28917754,0.28328687,0.33226392,0.21467724
중복,0.4188887,0.41049123,0.35106534,0.43825817,0.36303866,0.2919543,0.2996477,0.37738514,0.41393763,0.38604522,0.31118387,0.3107989,0.32237333,0.27686375,0.27622443,0.377056,0.21377972
중소,0.43667275,0.42321527,0.35511422,0.5163317,0.3687616,0.29494467,0.31415308,0.45106718,0.44800913,0.42386103,0.2939387,0.32050875,0.40454972,0.30969885,0.37135115,0.3995967,0.24294963
중소기업,0.31796408,0.4135145,0.20880398,0.22109854,0.27207458,0.39978695,0.2730822,0.24076065,0.32878798,0.31587934,0.2563864,0.27130538,0.20684248,0.20264208,0.082801536,0.27186054,0.13247463
중순,0.400297,0.402845,0.34545243,0.453229,0.33279938,0.24068007,0.2640398,0.41658375,0.42370984,0.376401,0.26868474,0.32869694,0.35863155,0.29715985,0.3350122,0.36192203,0.20074555
중시,0.44444388,0.43109813,0.3908118,0.48272818,0.36954322,0.30040467,0.30515903,0.44297493,0.44665715,0.37352556,0.33033842,0.34214413,0.369022,0.32444918,0.32845202,0.39588475,0.2609429
중심,0.3248511,0.3689921,0.26818913,0.2872021,0.29358178,0.2589256,0.26136988,0.29377416,0.33925825,0.35976797,0.2596959,0.33581525,0.2690013,0.29132366,0.20645623,0.30031085,0.1603719
중앙,0.30057254,0.3276171,0.24454129,0.2977842,0.26087064,0.23133501,0.23110338,0.29945877,0.32320803,0.31985807,0.2185919,0.26545602,0.2712909,0.25220257,0.2108414,0.26867548,0.16600263
중요,0.4185379,0.4397272,0.36463237,0.36340386,0.37972826,0.3087088,0.3674513,0.36927536,0.39525324,0.39462706,0.35111684,0.3482858,0.3220454,0.2638194,0.25561935,0.3631721,0.22253314
중요성,0.41398996,0.43567443,0.36368063,0.3423859,0.37627852,0.31067455,0.39353985,0.34333,0.37444824,0.3891166,0.35634804,0.32363975,0.29918885,0.24071924,0.2228621,0.34702843,0.21917798
중요시,0.42275524,0.44755775,0.3696515,0.35190654,0.38361776,0.314134,0.36560336,0.35421014,0.37709975,0.39648739,0.36735165,0.34557524,0.30981565,0.25343838,0.22648329,0.35873446,0.2253955
중장년층,0.45381796,0.43812034,0.42627144,0.49006966,0.37254873,0.25766924,0.29158533,0.4331195,0.4884594,0.45921236,0.32761842,0.35883942,0.3710513,0.37814003,0.35863692,0.44079173,0.22335684
중점,0.37946808,0.39019513,0.31354284,0.39414307,0.32633173,0.28471586,0.31451207,0.36619502,0.3936023,0.3385635,0.28305373,0.307037,0.308334,0.27915734,0.27009976,0.347922,0.19920155
중학교,0.43596864,0.283049,0.5414128,0.41052616,0.41261965,0.201505,0.29409134,0.354643,0.49303254,0.3120622,0.3562206,0.347269,0.23116729,0.45643392,0.36297178,0.3764301,0.32148108
중학생,0.45083845,0.34075612,0.4759347,0.41226232,0.412539,0.233629,0.2998923,0.40290618,0.54652786,0.30650747,0.34919596,0.32773978,0.27611104,0.3776462,0.39042944,0.419292,0.2872734
중형,0.41176808,0.402412,0.34317523,0.47800517,0.3375404,0.2689889,0.28200862,0.42124528,0.43056762,0.38315707,0.27467212,0.30285987,0.37776655,0.28746277,0.3303464,0.38597035,0.20865294
즉각적,0.3973524,0.39262936,0.32209563,0.45371825,0.33819228,0.29498565,0.28583506,0.3997305,0.4076205,0.36080775,0.28519192,0.32493168,0.3506224,0.27844447,0.35095537,0.3650452,0.23013633
증가,0.2899726,0.3193326,0.23408699,0.2504569,0.25321966,0.2463501,0.28815407,0.24811998,0.28080413,0.26642483,0.2546153,0.23530631,0.2070627,0.19978186,0.19908753,0.27551782,0.16420947
증강,0.33918446,0.3317957,0.28059486,0.3925975,0.25953472,0.22667515,0.26942855,0.35069764,0.32897553,0.31210297,0.2331662,0.26577854,0.27595752,0.23702869,0.23835167,0.31507745,0.16530216
증강현실,0.4154474,0.43055534,0.35627896,0.36752212,0.33028358,0.30253065,0.34288973,0.41160646,0.36729625,0.33724558,0.32286584,0.3082943,0.29164264,0.27871975,0.23464407,0.3319018,0.1780495
증대,0.3059904,0.3054228,0.24121378,0.34922248,0.2661246,0.20799254,0.2884596,0.303887,0.30510747,0.27274722,0.19822098,0.21361893,0.24104112,0.19458257,0.20079935,0.27954447,0.14408824
증명,0.26098076,0.25973928,0.2097823,0.23320177,0.17435601,0.13129354,0.27249902,0.25909045,0.23197186,0.18614894,0.19259495,0.18194613,0.18563625,0.1324786,0.14299498,0.2364849,0.113314986
증시,0.3668065,0.36335266,0.28637856,0.3465349,0.28031024,0.24075541,0.37344593,0.3728565,0.32448202,0.27771565,0.28607368,0.30314606,0.3125763,0.23569733,0.21991494,0.3326916,0.22295472
증진,0.3426851,0.34498626,0.27511227,0.3833362,0.27320448,0.21690312,0.23678173,0.3448226,0.33407542,0.3309836,0.23885378,0.28452483,0.29066545,0.23116858,0.24314567,0.32173508,0.15305457
지급,0.29954624,0.32578236,0.19921815,0.30757642,0.24610516,0.25723916,0.24291173,0.27732354,0.31087196,0.25366879,0.20896843,0.20964208,0.2934785,0.15302709,0.22588217,0.24076024,0.14487267
지난달,0.21055132,0.2374134,0.18597212,0.23470256,0.19113484,0.061885297,0.12254974,0.1585536,0.23537067,0.24083057,0.14697862,0.2547558,0.095553,0.1369996,0.07817305,0.23392712,0.07507841
지도,0.40096277,0.41563922,0.35178214,0.37457108,0.39275995,0.33694458,0.33613977,0.3905428,0.34796023,0.3814069,0.37328982,0.3980922,0.37225696,0.32702067,0.3402445,0.36509573,0.3037839
지도안,0.48172125,0.4842638,0.40858972,0.52187914,0.45002526,0.37368476,0.35198057,0.4965322,0.4493553,0.46539825,0.39086747,0.4290839,0.4836608,0.38938951,0.45782694,0.44572514,0.3431247
지리,0.40812856,0.40195045,0.34414274,0.46589452,0.36830318,0.28007805,0.30072784,0.40959457,0.40978837,0.3792556,0.3043114,0.32729986,0.3722201,0.28903422,0.35326952,0.39108717,0.23156598
지리적,0.407335,0.43112516,0.35275382,0.41573656,0.39995152,0.29224354,0.35944998,0.4017601,0.41839197,0.43566006,0.3374403,0.36504132,0.37417418,0.29801118,0.3737595,0.3964214,0.23868148
지문,0.43811977,0.4504754,0.35215968,0.44625723,0.37267584,0.34665924,0.32780522,0.4317842,0.4092496,0.3598972,0.35238063,0.37770125,0.40839896,0.31333384,0.32062054,0.38075998,0.25323972
지방,0.38898984,0.4066971,0.3365636,0.43764907,0.33579087,0.2309598,0.29247725,0.3789819,0.40112764,0.4231983,0.27123666,0.30112407,0.32995802,0.2526607,0.30325395,0.36390448,0.17041355
지방자치,0.40383434,0.43448567,0.37646282,0.3993976,0.38707304,0.2460843,0.26102585,0.33527917,0.39714867,0.5106099,0.31625265,0.3623782,0.33672357,0.2710214,0.2730987,0.361751,0.17835668
지방정부,0.38987982,0.45493433,0.35968137,0.34050378,0.311727,0.254933,0.2780922,0.3177601,0.3926087,0.5519548,0.30431086,0.42329043,0.3239422,0.30113775,0.22511256,0.32809895,0.1495046
지배,0.35259408,0.38672566,0.28089207,0.35575777,0.29195696,0.30859607,0.2531528,0.30692017,0.3379727,0.3203044,0.2673693,0.27418357,0.29675418,0.24702996,0.16340867,0.30724254,0.15907705
지분,0.45177108,0.41757828,0.36163986,0.57864517,0.39121228,0.30009326,0.27310896,0.4764764,0.45716196,0.41158938,0.29255033,0.31225225,0.44929224,0.32484505,0.4351188,0.4150284,0.26807904
지사,0.5085293,0.504673,0.42963004,0.50894344,0.41962564,0.39050764,0.37488192,0.49296445,0.48992935,0.42979178,0.40506947,0.4065652,0.44690838,0.3833972,0.35509548,0.446707,0.31331226
지속,0.38683867,0.3982507,0.30437267,0.42944193,0.3382585,0.2833685,0.26465824,0.360435,0.38910767,0.35433573,0.27220374,0.28334045,0.3304655,0.26263168,0.308859,0.35353827,0.19772674
지속가능,0.35265645,0.38806024,0.25879216,0.29681358,0.25885308,0.29835638,0.35698217,0.25674212,0.32751173,0.36667114,0.27529836,0.28863686,0.25030315,0.19805522,0.20902517,0.29223248,0.11601089
지속적,0.3989706,0.39538485,0.31490403,0.42576802,0.3303483,0.33969355,0.3631866,0.3532892,0.396972,0.3627504,0.30596602,0.2770911,0.35986012,0.25259942,0.33028626,0.3412319,0.21879357
지수,0.4249062,0.4178778,0.35737872,0.45628995,0.3695778,0.30968538,0.31626588,0.40750384,0.41277236,0.3578482,0.32377657,0.3222355,0.3435616,0.28970706,0.29126024,0.3813178,0.23792061
지시,0.5062203,0.50981504,0.42476833,0.4958823,0.42946255,0.4461654,0.38399535,0.48754978,0.46442035,0.39020315,0.4330806,0.4224864,0.44593674,0.39637092,0.3335569,0.45353618,0.34695268
지시문,0.5425598,0.52975583,0.46024463,0.5545551,0.45834708,0.4142664,0.3916717,0.5374918,0.49253535,0.4212687,0.4466892,0.43196243,0.4798179,0.42534977,0.38900128,0.48128477,0.3741516
지식,0.42376947,0.42377698,0.40915364,0.30790582,0.37880516,0.32497162,0.39084518,0.37443966,0.36415982,0.27422398,0.42345616,0.35985032,0.29670691,0.3503916,0.20269966,0.34137687,0.3047235
지역,0.45450246,0.46446556,0.38921142,0.4770186,0.41038007,0.31175476,0.3536219,0.420738,0.44672692,0.49454746,0.3576276,0.40274912,0.38742286,0.3455398,0.35524595,0.43449676,0.25574946
지역균형발전,0.37319094,0.43626434,0.32251143,0.28948689,0.34159833,0.3186934,0.43248317,0.27371734,0.36881334,0.54450285,0.3396836,0.324467,0.27584952,0.26808414,0.23146063,0.33055505,0.20992658
지역사회,0.44449145,0.44043776,0.41436166,0.40024385,0.43915924,0.28066462,0.27300867,0.3442784,0.39516494,0.555654,0.40949237,0.4275539,0.3382047,0.3798001,0.30939287,0.41474205,0.25038555
지원단,0.4843791,0.5134156,0.4022092,0.41282946,0.4536265,0.3700184,0.3630085,0.41708615,0.45205367,0.4263152,0.43563923,0.42727274,0.39072427,0.3278736,0.3032472,0.47347787,0.29006338
지원사업,0.38152707,0.42668524,0.32419434,0.2825398,0.34564805,0.28474224,0.27062547,0.31111115,0.37537372,0.3435678,0.3430686,0.37229672,0.28495252,0.2562603,0.22721595,0.3419937,0.1700149
지원자,0.56549245,0.56711614,0.44288802,0.5412669,0.5210527,0.43532872,0.3818192,0.53961253,0.54800713,0.46168303,0.4716722,0.44946355,0.5241127,0.39918295,0.41964868,0.5432241,0.36691976
지위,0.41695392,0.40951794,0.34809482,0.4417079,0.37106016,0.31806585,0.30538124,0.39951032,0.40074787,0.35472316,0.33521605,0.33644634,0.3529773,0.31544703,0.30256665,0.38658,0.25347304
지자체,0.48099825,0.47163606,0.4037167,0.51985854,0.42668962,0.35077336,0.3375256,0.46988827,0.46094722,0.4184084,0.36798877,0.3581655,0.40495405,0.33627108,0.35235542,0.43636218,0.27034557
지적,0.45128328,0.43184194,0.41434085,0.3675722,0.3674292,0.37518054,0.39248958,0.44041142,0.4023992,0.30396295,0.41251335,0.32076365,0.3637906,0.3114187,0.24581712,0.3431794,0.33700234
지점,0.47131234,0.4747149,0.39817291,0.45358676,0.42205024,0.3763981,0.3815919,0.43449575,0.43379182,0.38778868,0.399742,0.375544,0.366367,0.33316624,0.28624588,0.42049414,0.28742558
지정,0.3824653,0.3995214,0.32048857,0.3618186,0.33863842,0.3166498,0.28325853,0.3486764,0.37795752,0.33397117,0.32576638,0.31687355,0.33549947,0.25663543,0.24739374,0.34533036,0.24201354
지침,0.42486882,0.4152692,0.35964793,0.4523189,0.37481815,0.3234104,0.28932765,0.42372793,0.39618284,0.33535302,0.34099972,0.32008827,0.37033272,0.29712015,0.29730198,0.38239497,0.28133395
지평,0.37799743,0.37507403,0.31346455,0.42968798,0.34430757,0.25334334,0.27067727,0.3830002,0.38107556,0.3494274,0.2761283,0.30710772,0.33210212,0.25952658,0.29663634,0.35760874,0.2025932
지표,0.40799075,0.40525818,0.36143064,0.4142204,0.3263762,0.27386338,0.32913667,0.37933436,0.38582104,0.34773016,0.31239533,0.32908422,0.34288743,0.28561944,0.26757473,0.35529703,0.24513158
지향,0.41639826,0.40391934,0.34491122,0.49126798,0.38766518,0.27890438,0.2714975,0.416943,0.41980198,0.38012588,0.2975884,0.33155733,0.3878901,0.30507028,0.39678824,0.38945982,0.23138103
지혜,0.33916476,0.3072394,0.35776207,0.30365497,0.26195377,0.22443627,0.2538964,0.31632367,0.28425342,0.2155038,0.28774574,0.21984011,0.2659412,0.23489346,0.17940259,0.21974084,0.21253416
직면,0.47683322,0.4766848,0.3931946,0.53092825,0.40361875,0.33791757,0.32133403,0.46952274,0.47496185,0.41934836,0.34152582,0.35274583,0.41362435,0.34584343,0.37849778,0.42368233,0.25959468
직무,0.40021616,0.42846403,0.33172417,0.31693947,0.31498018,0.34377086,0.26563954,0.37293854,0.42737544,0.32621604,0.31788063,0.32745135,0.34041372,0.3149533,0.22782083,0.31325102,0.24980631
직속,0.42891115,0.427508,0.34552395,0.49734968,0.35882014,0.3186614,0.2966758,0.43368268,0.44761533,0.37751013,0.2935248,0.31440198,0.38874346,0.3104987,0.37608066,0.39030337,0.24134102
직업,0.3922015,0.42113942,0.31816536,0.33245558,0.31205297,0.3274132,0.24202895,0.36757946,0.41336846,0.33165318,0.29078168,0.32125583,0.3255363,0.2978949,0.23425055,0.31005675,0.21631184
직원,0.38463295,0.38801304,0.2752244,0.38367385,0.29910502,0.3225764,0.21940851,0.38452345,0.40767723,0.33695483,0.26835164,0.36560583,0.37160224,0.33303177,0.26925257,0.307379,0.19265586
직원들,0.49852023,0.50404847,0.37979132,0.49272346,0.4143792,0.39424777,0.327011,0.4810916,0.5042699,0.4506445,0.3642257,0.41451073,0.47567898,0.39243853,0.3546988,0.43933284,0.2751038
